Sample A,Sample B,U Statistic,p-value,Significant?
Control_1_2min,H2S_4,6960.5,0.014045023016918444,✅
Control_7_2min,MA_5,4704.0,0.014087946356969213,✅
TA_7,F2_1,4704.5,0.014130525851121846,✅
Ammonia_7,Cl2_5,4704.5,0.014130698084076142,✅
Diborane_2,Phosgene_6,6959.0,0.014173420382163722,✅
Arsine_4,MH-2,6958.5,0.014215766548000067,✅
Phosphine_5,DM_6,6958.5,0.014215968379892694,✅
Phosgene_4,MH-5,6958.5,0.01421628554685411,✅
DM_4,F2_2,4706.5,0.014302706921384446,✅
Phosphine_5,SO2_4,6956.5,0.014389125634654863,✅
Control_1_2min,Control_6_2min,6956.5,0.014389154725528127,✅
NO2_3,Hydrazine_5,6956.5,0.014389445635684882,✅
HNO3_4,Hydrazine_7,6956.0,0.01443285749926396,✅
Phosphine_7,HCN_3,4709.0,0.014520057465288014,✅
Diborane_1,HCN_7,4709.5,0.014563846210763842,✅
HCHO_7,Phosphine_7,6954.5,0.014563992960554788,✅
Arsine_4,DM_5,6954.0,0.014608045572469343,✅
Diborane_7,Phosphine_4,6954.0,0.014608045572469343,✅
DM_4,F2_3,4710.0,0.014608251478880032,✅
SO2_1,HCN_6,4711.0,0.014696355457231993,✅
HCHO_5,SO2_7,4711.0,0.014696503184888245,✅
HCHO_4,HCHO_5,4711.5,0.014740612597103759,✅
F2_7,HF_6,6952.5,0.014740790261976788,✅
HCHO_1,Hydrazine_3,6952.0,0.014785284001803166,✅
Ammonia_3,Cl2_2,4712.5,0.014829925770548568,✅
TA_6,Cl2_4,4712.5,0.014829955512531781,✅
Control_1_2min,Ammonia_4,6951.0,0.014874537180886487,✅
MA_5,Hydrazine_7,6951.0,0.01487456698844806,✅
F2_2,MH-2,6951.0,0.014874656411288798,✅
Ammonia_7,Cl2_2,4713.0,0.014874656411288798,✅
HCHO_6,Hydrazine_4,6950.5,0.014919386368576494,✅
Phosgene_5,MA_5,4713.5,0.014919505862122462,✅
Ammonia_1,HNO3_1,4714.0,0.014963815726263702,✅
Control_4_2min,HNO3_2,6950.0,0.014963935481493586,✅
Diborane_4,H2S_3,6949.5,0.015009412216732578,✅
Control_1_2min,Phosphine_5,4715.0,0.015054288559217291,✅
NO2_4,HNO3_2,6949.0,0.015054589270534189,✅
Cl2_6,HCN_4,6949.0,0.015054649413110192,✅
Phosgene_5,HCN_6,4715.5,0.0150998257777219,✅
HCHO_1,Cl2_2,4715.5,0.015099886052542779,✅
MH-2,HCN_5,4716.0,0.015145212215203962,✅
MA_2,SO2_4,4716.0,0.015145302826231059,✅
NO2_3,Hydrazine_7,6948.0,0.015145363233712805,✅
Ammonia_4,Cl2_3,4716.0,0.015145423641298832,✅
MH-4,HCN_3,4716.5,0.01519065823537293,✅
NO2_4,SO2_1,6947.5,0.015190779315343282,✅
Phosphine_7,Hydrazine_2,6947.5,0.015190839855484958,✅
Control_3_2min,Diborane_5,6947.0,0.01523625471277561,✅
NO2_4,Hydrazine_1,6947.0,0.015236497404603597,✅
Phosgene_7,HCN_6,4717.5,0.015282245335139936,✅
TA_1,Cl2_3,4717.5,0.015282275738299544,✅
HNO3_4,Hydrazine_2,6946.5,0.015282366947935033,✅
Arsine_7,SO2_4,6946.0,0.015328175121698994,✅
Arsine_4,H2S_5,6945.5,0.01537392099142264,✅
HCHO_5,DM_4,6945.5,0.015374165283690774,✅
Diborane_2,TA_7,6945.5,0.015374195820341822,✅
HCHO_1,H2S_4,4719.0,0.015420154479257375,✅
H2S_2,DM_2,6945.0,0.015420215686127663,✅
Control_7_2min,Phosgene_1,6945.0,0.015420276893102474,✅
Ammonia_7,NO2_4,4719.0,0.015420460514653933,✅
F2_1,MH-2,6944.5,0.015466602227586697,✅
TA_5,Cl2_6,4719.5,0.01546669423941875,✅
Phosphine_5,Cl2_1,4720.0,0.015512804043721662,✅
Diborane_3,F2_7,6944.0,0.015512988469338528,✅
H2S_1,Hydrazine_4,6944.0,0.015513080682499913,✅
Control_2_2min,DM_5,6943.5,0.01555909663120725,✅
Diborane_5,Cl2_2,4720.5,0.015559589507436529,✅
TA_7,F2_2,4721.0,0.015606066620708646,✅
DM_2,HCN_6,4721.0,0.0156061283650825,✅
HCHO_3,SO2_4,6943.0,0.015606159237308681,✅
HCHO_2,SO2_2,6881.0,0.01563389132853061,✅
MH-5,HCN_4,4721.5,0.01565260409905347,✅
Ammonia_7,SO2_3,4721.5,0.015652851615088562,✅
Phosgene_1,Hydrazine_2,6942.0,0.015699759929958288,✅
H2S_5,Cl2_4,4722.0,0.015699821944333857,✅
Diborane_7,NO2_3,6942.0,0.01569988395881415,✅
DM_2,Cl2_3,4722.0,0.01569988395881415,✅
MH-1,HCN_2,4722.5,0.015746543236776434,✅
Control_7_2min,Ammonia_3,6941.5,0.015746729684901067,✅
Control_4_2min,TA_1,6941.0,0.015793605031463796,✅
Ammonia_3,SO2_4,4723.0,0.01579388531314628,✅
Phosphine_1,HCN_3,6940.0,0.015888319001080488,✅
Phosphine_7,Ammonia_1,6940.0,0.015888350279246028,✅
MA_2,Cl2_5,4724.0,0.01588856922713872,✅
Phosgene_3,F2_6,4724.5,0.015935909975982827,✅
Phosgene_1,HCN_5,4724.5,0.015935972668593094,✅
Diborane_2,H2S_3,6939.0,0.01598343767779816,✅
Diborane_2,HNO3_7,6938.5,0.01603109004632017,✅
MA_2,Cl2_2,4725.5,0.016031467838573905,✅
H2S_3,MA_5,4725.5,0.016031467838573905,✅
Diborane_4,Hydrazine_1,6938.0,0.016079151310749135,✅
Control_5_2min,TA_4,6938.0,0.016079245964014076,✅
HCHO_1,DM_1,6938.0,0.016079309066321906,✅
HCHO_1,SO2_6,4726.5,0.016127054441049705,✅
Phosgene_7,F2_4,4726.5,0.016127180919002934,✅
TA_2,Hydrazine_6,6937.0,0.01617520980463085,✅
Control_1_2min,MA_1,6936.5,0.016223523227577356,✅
Diborane_6,TA_6,6936.5,0.016223618497973803,✅
HCHO_4,Hydrazine_3,6936.0,0.016271326857951275,✅
Control_1_2min,TA_6,6936.0,0.016271708760631987,✅
H2S_7,Hydrazine_2,6936.0,0.016272058841413077,✅
TA_5,F2_7,4729.0,0.016369065061185985,✅
Phosgene_1,MA_5,4729.0,0.016369192915145943,✅
SO2_5,Hydrazine_1,6934.0,0.016466611326253888,✅
MA_2,F2_2,4730.0,0.01646690024216572,✅
Diborane_5,HCN_6,4730.5,0.0165157526683865,✅
HCHO_4,DM_1,6933.0,0.0165645390486932,✅
Arsine_6,TA_7,4731.0,0.016564571288881724,✅
Control_4_2min,Cl2_6,4731.0,0.01656473249021914,✅
HCHO_6,Cl2_3,4731.0,0.016564764730565576,✅
F2_3,HNO3_2,6932.5,0.016614227700897648,✅
Diborane_7,NO2_1,6932.5,0.016614292321009624,✅
NO2_2,HNO3_6,6932.5,0.016614292321009624,✅
H2S_6,Ammonia_5,6932.0,0.016663463972513944,✅
Arsine_6,DM_7,4732.5,0.01671253642568962,✅
MA_3,Cl2_1,4732.5,0.016713120509581465,✅
DM_4,HCN_5,4732.5,0.016713120509581465,✅
Cl2_4,HNO3_5,6931.5,0.016713120509581465,✅
Ammonia_7,F2_1,4732.5,0.016713185408318364,✅
Phosgene_1,F2_4,4733.0,0.01676271168658297,✅
Ammonia_3,Cl2_7,4733.0,0.016762841763258127,✅
HCHO_4,H2S_2,4733.5,0.016811649930176895,✅
H2S_5,DM_1,6930.5,0.016812627592910707,✅
Ammonia_1,SO2_1,4734.0,0.016862412539160276,✅
Diborane_5,F2_4,4734.0,0.016862608494138977,✅
Diborane_7,F2_6,6930.0,0.016862608494138977,✅
H2S_6,DM_4,6929.5,0.01691216331142319,✅
SO2_3,Hydrazine_1,6929.5,0.01691242514417208,✅
Arsine_3,H2S_6,4735.0,0.016960862385417056,✅
Arsine_3,H2S_4,4735.0,0.016961879137572265,✅
Arsine_3,SO2_6,4735.0,0.016962075931238663,✅
Phosphine_2,HNO3_7,6929.0,0.016962502320772087,✅
HCHO_1,HCN_2,4735.0,0.016962535120151553,✅
Phosgene_5,SO2_4,4735.5,0.01701303836362359,✅
MH-5,HNO3_3,4735.5,0.01701303836362359,✅
Diborane_5,Cl2_5,4735.5,0.017013104103480572,✅
Ammonia_2,HCN_1,4736.0,0.01706324509934403,✅
MH-2,SO2_2,4736.0,0.017063343919984052,✅
MA_6,Cl2_1,4736.0,0.017063541561976304,✅
DM_1,TA_2,4736.5,0.017113945117611228,✅
Cl2_6,HCN_7,6927.5,0.01711401113934519,✅
DM_4,Cl2_5,4737.0,0.017164810214922166,✅
Diborane_4,Phosgene_6,6926.5,0.017215409905442274,✅
H2S_5,Hydrazine_3,6926.5,0.017215476209946144,✅
Arsine_7,Cl2_1,4737.5,0.017215542514555603,✅
NO2_6,MH-7,6926.5,0.017215575666899918,✅
H2S_7,MA_5,4737.5,0.017215641971667726,✅
Diborane_1,H2S_5,4738.0,0.017266373161794905,✅
Phosgene_2,Hydrazine_3,6926.0,0.017266439608051732,✅
Phosgene_7,HCN_5,4738.0,0.01726653927763501,✅
Arsine_1,Diborane_6,4739.0,0.017367962761357044,✅
Ammonia_2,HCN_3,4739.0,0.017368730153896568,✅
Cl2_1,SO2_2,6925.0,0.017368896980210304,✅
Phosphine_3,MA_4,6924.5,0.017419890543440238,✅
MA_2,HCN_6,4739.5,0.017420158034126214,✅
Diborane_2,Ammonia_7,6924.5,0.01742019147058081,✅
Ammonia_3,Cl2_5,4739.5,0.017420224907061823,✅
Diborane_5,MA_5,4739.5,0.017420291780103105,✅
Arsine_4,Cl2_6,4740.0,0.017471585295092688,✅
TA_4,Cl2_3,4740.0,0.017471819849539032,✅
Diborane_5,SO2_3,4740.5,0.01752321283915368,✅
Arsine_4,DM_3,6923.0,0.01757487312609916,✅
H2S_7,HCN_6,4741.5,0.017626970462376802,✅
MA_1,SO2_7,4741.5,0.01762700418467713,✅
Phosgene_7,Cl2_5,4742.0,0.01767910154191363,✅
F2_7,HF_1,6921.5,0.017731062810057385,✅
MA_6,Cl2_6,4742.5,0.017731198273263943,✅
Diborane_4,Diborane_5,6921.5,0.017731232139131668,✅
Ammonia_6,Cl2_6,4742.5,0.017731232139131668,✅
MH-2,HCN_6,4743.0,0.0177832259276204,✅
F2_3,Hydrazine_1,6921.0,0.017783395615807714,✅
HCN_6,Hydrazine_1,6920.0,0.01788785384307158,✅
Ammonia_7,F2_2,4744.0,0.01788853547742113,✅
DM_4,Cl2_2,4744.0,0.01788856955941636,✅
DM_3,Cl2_4,4744.0,0.017888603641438013,✅
HCN_5,HNO3_7,6919.5,0.017941070163526883,✅
Phosgene_7,Hydrazine_2,6919.5,0.017941172625927936,✅
TA_2,MH-2,6918.0,0.018099865021178524,✅
Ammonia_6,MH-7,6918.0,0.018100174364427162,✅
Phosphine_6,Ammonia_1,6918.0,0.018100174364427162,✅
Diborane_1,Phosgene_2,4746.5,0.018153218824116125,✅
DM_2,F2_1,4746.5,0.018153425489180745,✅
MA_5,Ammonia_2,6917.5,0.018153459933450827,✅
MH-4,HCN_1,4747.0,0.018206399550711124,✅
Phosgene_4,Cl2_4,4747.5,0.018260097317359843,✅
TA_6,F2_6,4747.5,0.018260339446041808,✅
Cl2_6,HF_1,6916.5,0.018260374035959395,✅
Diborane_6,H2S_6,6916.0,0.01831320561866203,✅
HCHO_6,Control_5_2min,4748.5,0.018367491657027914,✅
DM_6,F2_7,4748.5,0.01836770007191577,✅
HCHO_7,SO2_5,4749.5,0.018475647904502526,✅
Phosgene_7,Cl2_7,4749.5,0.018475822316493338,✅
H2S_3,Hydrazine_3,6914.0,0.018529934647360486,✅
H2S_3,DM_1,6914.0,0.01853000455899046,✅
Cl2_6,HF_6,6914.0,0.01853007447072642,✅
Phosphine_6,HNO3_6,6914.0,0.01853007447072642,✅
Phosgene_5,F2_4,4750.0,0.018530109426634116,✅
HCN_2,Hydrazine_4,6913.5,0.018584115655204483,✅
Diborane_1,NO2_3,4750.5,0.018584325830671992,✅
Control_7_2min,SO2_5,4751.0,0.018638646012460063,✅
TA_2,Ammonia_2,6912.5,0.01869342180806106,✅
Ammonia_3,NO2_4,4751.5,0.018693492161378167,✅
DM_4,Cl2_7,4751.5,0.01869352733807647,✅
Arsine_3,HNO3_6,6912.0,0.01874795049481615,✅
Phosgene_2,HCN_6,4752.0,0.018748126746507703,✅
Phosgene_3,Hydrazine_4,6912.0,0.01874823249784062,✅
Phosgene_1,Cl2_5,4752.0,0.01874830299886167,✅
Phosgene_6,MA_5,4752.5,0.01880325433352353,✅
Ammonia_3,HCN_5,4753.0,0.018858098670781944,✅
DM_6,Cl2_1,4753.0,0.018858311061490784,✅
HCN_7,Hydrazine_3,6910.5,0.01891304758557958,✅
DM_2,Cl2_7,4753.5,0.018913508728088585,✅
H2S_5,Hydrazine_6,6910.0,0.018968634347466252,✅
MA_5,Hydrazine_6,6910.0,0.0189687054410421,✅
Phosgene_5,Cl2_7,4754.0,0.018968812081604614,✅
Arsine_5,SO2_1,4754.5,0.019024043089036092,✅
HCHO_6,DM_4,6909.5,0.019024149952339562,✅
DM_2,F2_2,4754.5,0.019024328058375443,✅
Cl2_3,SO2_1,6909.0,0.019079736139799953,✅
Phosphine_4,TA_2,6908.5,0.019135464299561894,✅
Phosgene_4,Ammonia_2,6908.5,0.01913553583983582,✅
Phosphine_6,F2_3,4755.5,0.019135678920701744,✅
Diborane_6,HCN_4,6908.0,0.019191155504747825,✅
Control_1_2min,HCN_2,6908.0,0.019191263038730068,✅
DM_2,Cl2_5,4756.0,0.019191657332039327,✅
H2S_4,Ammonia_5,6907.5,0.019247419561702814,✅
Phosgene_5,Cl2_5,4756.5,0.019247670999238197,✅
MA_4,Cl2_6,4757.0,0.01930379153604359,✅
Phosgene_2,DM_1,6907.0,0.01930379153604359,✅
Phosgene_7,SO2_4,4757.5,0.019359982946013623,✅
Phosgene_6,Hydrazine_3,6906.5,0.01936012722401957,✅
Arsine_1,MA_2,6906.0,0.019416136644132855,✅
Phosgene_6,DM_1,6906.0,0.01941667881163927,✅
Phosphine_1,MA_1,6905.0,0.019529997146062707,✅
Control_6_2min,HNO3_7,6904.5,0.019586545366549468,✅
Phosgene_1,Cl2_7,4759.5,0.01958690907077063,✅
Control_5_2min,Phosgene_4,6904.0,0.019643419116157242,✅
Arsine_7,Ammonia_6,6904.0,0.01964396580420339,✅
Phosgene_2,MA_5,4760.5,0.019701167647018243,✅
H2S_5,Cl2_3,4760.5,0.019701167647018243,✅
TA_3,HNO3_6,6903.5,0.019701167647018243,✅
Control_7_2min,Cl2_4,4760.5,0.019701167647018243,✅
H2S_3,HCN_6,4761.0,0.019758405108172866,✅
HCHO_1,Hydrazine_6,6903.0,0.019758441705519596,✅
Diborane_5,Cl2_7,4761.0,0.019758624692650842,✅
Control_3_2min,Diborane_6,4761.5,0.019815494442712432,✅
Ammonia_7,HCN_6,4761.5,0.019815971192293728,✅
MA_2,NO2_4,4761.5,0.019816081212064098,✅
Arsine_3,HCN_2,4762.0,0.019871625679845677,✅
Control_2_2min,DM_3,6902.0,0.019873242605258568,✅
DM_5,F2_6,4762.0,0.019873757092288544,✅
Diborane_2,Hydrazine_1,6901.5,0.019930695640827136,✅
Phosgene_4,MH-4,6901.5,0.019931174364050893,✅
Control_1_2min,SO2_6,6901.5,0.01993128483927717,✅
Ammonia_2,HCN_4,4762.5,0.0199313216644056,✅
Phosgene_2,F2_4,4762.5,0.01993135848956055,✅
Phosphine_3,HF_6,6901.0,0.019989031942999037,✅
TA_6,Cl2_3,4763.0,0.019989364054240705,✅
Arsine_2,DM_6,6900.0,0.020105076092594897,✅
Phosphine_5,Ammonia_6,6900.0,0.020105298414402988,✅
Arsine_4,TA_4,6900.0,0.020105335468130436,✅
Ammonia_7,HCN_5,4764.0,0.020105631898904137,✅
Phosgene_5,Hydrazine_3,6899.5,0.02016396828399321,✅
Phosgene_5,DM_1,6899.5,0.020164079675282318,✅
Arsine_6,DM_6,4765.0,0.02022211748874982,✅
HCN_7,Hydrazine_6,6899.0,0.0202221919021912,✅
NO2_3,MH-4,6899.0,0.020222601178013628,✅
Diborane_6,HCN_1,6898.5,0.020280748850524,✅
DM_1,HCN_7,4766.0,0.02033982738346022,✅
Control_6_2min,Diborane_5,6898.0,0.020339864743781702,✅
HCHO_3,Control_1_2min,6897.5,0.020398793681760286,✅
H2S_5,SO2_5,4766.5,0.02039898086806156,✅
DM_4,SO2_6,4768.0,0.02057677647916841,✅
H2S_7,Hydrazine_3,6896.0,0.02057685181645484,✅
Control_1_2min,HCN_3,6895.5,0.02063611475197179,✅
Arsine_6,MA_6,4769.0,0.02069571585068325,✅
Arsine_3,F2_3,4769.0,0.020695753673795697,✅
HCHO_6,SO2_5,4769.0,0.020695867143291965,✅
H2S_4,DM_4,6894.5,0.02075573238125926,✅
TA_7,HCN_5,4769.5,0.020755883984366216,✅
Phosgene_5,HCN_5,4769.5,0.02075595978607855,✅
Control_3_2min,F2_6,4770.5,0.020875839757345287,✅
Control_7_2min,Cl2_3,4770.5,0.02087614420638749,✅
Ammonia_3,F2_3,4770.5,0.02087614420638749,✅
NO2_1,MH-6,6893.5,0.02087614420638749,✅
Ammonia_5,SO2_6,4770.5,0.020876182262636905,✅
Control_2_2min,MH-2,6893.0,0.02093531953193593,✅
Diborane_6,H2S_2,6893.0,0.020936005935207884,✅
HCHO_6,Phosphine_7,6893.0,0.020936234738204714,✅
Phosphine_3,NO2_5,6893.0,0.020936349140060543,✅
DM_5,Cl2_4,4771.0,0.020936501676238967,✅
Control_6_2min,Diborane_6,4771.5,0.02099643795414345,✅
Control_5_2min,HNO3_2,6892.5,0.02099666722462345,✅
DM_2,HCN_5,4771.5,0.020996934708054554,✅
Control_2_2min,HNO3_7,6892.0,0.021056830508098295,✅
Arsine_3,Hydrazine_2,6892.0,0.021057213404963422,✅
H2S_7,DM_1,6892.0,0.021057634594572213,✅
Diborane_1,Phosgene_6,4773.0,0.021179262291827677,✅
HCHO_4,Hydrazine_6,6890.5,0.021239457821624282,✅
Control_6_2min,DM_3,6890.5,0.02124022831127316,✅
Ammonia_1,NO2_3,4773.5,0.02124038241047291,✅
HCHO_2,MA_4,6829.0,0.02126012522406926,✅
DM_2,Cl2_2,4774.0,0.021301617468663513,✅
Phosphine_4,F2_2,6890.0,0.021301656071996748,✅
HCN_5,Hydrazine_1,6889.5,0.021362619407690676,✅
Diborane_2,Cl2_6,4774.5,0.021363006225292726,✅
Arsine_5,NO2_1,4775.0,0.021424548993195385,✅
Control_3_2min,MA_5,4775.5,0.021485896532516754,✅
H2S_3,HCN_5,4775.5,0.021486129567684628,✅
F2_3,MH-2,6888.5,0.02148620724628547,✅
Phosgene_1,F2_2,4776.0,0.02154794214350147,✅
Control_3_2min,DM_5,6887.5,0.021609753525134123,✅
H2S_2,MA_2,6887.5,0.021609831519181704,✅
Ammonia_4,Cl2_7,4777.0,0.021672344601631116,✅
Diborane_4,F2_7,4777.5,0.021734427358433436,✅
Diborane_5,Ammonia_1,6886.5,0.021734466513879152,✅
H2S_5,NO2_4,4777.5,0.02173462313592613,✅
Cl2_1,HNO3_4,6886.0,0.02179709664378517,✅
MH-2,SO2_3,4778.5,0.021859411851141396,✅
Arsine_5,NO2_7,4778.5,0.021859726364602816,✅
HCHO_6,F2_5,4779.0,0.02192227625219392,✅
HCHO_7,F2_5,4779.0,0.02192231564585666,✅
SO2_4,Hydrazine_1,6885.0,0.021922394433261303,✅
TA_7,SO2_4,4779.0,0.021922394433261303,✅
HCHO_7,Hydrazine_4,6885.0,0.021922433827003245,✅
HCHO_5,Ammonia_5,6885.0,0.02192251261456637,✅
Arsine_6,NO2_5,4779.5,0.021984982030989874,✅
MA_6,F2_7,4779.5,0.021985297816761958,✅
Diborane_1,Phosgene_5,4779.5,0.02198533729010229,✅
H2S_7,F2_4,4780.0,0.02204843730940423,✅
Cl2_6,SO2_6,6884.0,0.02204847686250089,✅
DM_3,F2_6,4780.0,0.022048516415623907,✅
Control_3_2min,DM_3,6883.5,0.02211141737882763,✅
Diborane_2,Diborane_5,6883.0,0.02217503067991787,✅
Diborane_5,MH-6,6883.0,0.02217503067991787,✅
F2_4,SO2_1,6882.5,0.02223848455441108,✅
Phosgene_1,F2_1,4781.5,0.0222385243471961,✅
Phosgene_6,F2_4,4782.5,0.022366345921307138,✅
Phosgene_2,Cl2_7,4782.5,0.022366345921307138,✅
Phosgene_6,Hydrazine_6,6881.5,0.022366345921307138,✅
HCHO_2,HF_6,6820.0,0.0223950069483193,✅
MA_7,MH-5,6881.0,0.02243031560934675,✅
Cl2_6,HCN_3,6880.5,0.02249452459724778,✅
DM_2,SO2_6,4784.0,0.022558973688171856,✅
Diborane_7,HF_5,6880.0,0.022559013882916035,✅
Arsine_7,Control_1_2min,6879.0,0.02268803041399075,✅
Phosgene_7,F2_1,4785.0,0.02268823219472288,✅
HCHO_5,DM_2,6878.0,0.022818133735233316,✅
Phosgene_6,Cl2_7,4787.0,0.022948599528146634,✅
Arsine_1,SO2_1,6876.5,0.023013484052026804,✅
H2S_6,DM_2,6876.5,0.023013606336013882,✅
Phosgene_1,Hydrazine_3,6876.5,0.023013973189395378,✅
HCHO_2,DM_7,6815.0,0.023048063739928498,✅
HCN_1,Hydrazine_4,6876.0,0.023079426968536633,✅
Phosgene_2,Cl2_5,4788.5,0.023145533642003932,✅
Phosphine_2,MH-2,6875.0,0.023211271318428178,✅
Ammonia_7,SO2_4,4789.0,0.023211558361352448,✅
H2S_1,MH-1,6874.5,0.023277541070087972,✅
Arsine_5,Phosphine_7,4789.5,0.023277705421664248,✅
DM_3,SO2_2,4789.5,0.023277705421664248,✅
Phosgene_6,Cl2_5,4789.5,0.02327774650962399,✅
HCHO_3,Ammonia_6,6874.0,0.023343933733414226,✅
Phosgene_7,F2_2,4790.0,0.023343974903148625,✅
HCHO_2,NO2_5,6812.5,0.02338072893142969,✅
HCHO_4,H2S_4,4790.5,0.023409253101528894,✅
Arsine_4,Phosphine_1,4790.5,0.02340987186825142,✅
TA_3,SO2_7,4790.5,0.023410490640880917,✅
TA_4,F2_5,4790.5,0.023410490640880917,✅
SO2_1,HCN_5,4791.0,0.023476840116239288,✅
H2S_7,SO2_4,4791.0,0.02347712945178892,✅
MA_3,Cl2_6,4791.0,0.02347721211932499,✅
HCHO_1,HCHO_5,4791.5,0.023543725753174247,✅
Phosgene_1,TA_2,4791.5,0.023543725753174247,✅
H2S_1,F2_6,4791.5,0.023543850000546457,✅
NO2_7,MH-6,6871.5,0.0236779930300053,✅
MH-2,HNO3_1,4793.0,0.023744458747760114,✅
TA_2,Hydrazine_3,6871.0,0.02374504202366334,✅
Ammonia_4,F2_5,4793.5,0.023812798596837582,✅
NO2_1,Hydrazine_5,6870.5,0.023812840342340495,✅
HCN_3,Hydrazine_4,6870.0,0.02388022059862797,✅
HCHO_5,Diborane_6,4794.0,0.02388030425472347,✅
TA_3,Cl2_4,4794.0,0.023880429739063132,✅
Control_2_2min,H2S_5,6869.5,0.02394738920618471,✅
Phosphine_4,MA_7,6869.5,0.02394810168669728,✅
Phosphine_3,HF_1,6869.5,0.0239481435975513,✅
H2S_3,HNO3_1,4795.0,0.02401564605012966,✅
Arsine_1,F2_6,4795.0,0.02401573003708293,✅
HCHO_7,MH-1,6869.0,0.024016023992243597,✅
H2S_3,Hydrazine_6,6869.0,0.024016065985942685,✅
Cl2_3,HNO3_5,6869.0,0.02401623396100069,✅
Phosgene_2,Hydrazine_6,6868.5,0.024083987099299025,✅
MA_2,HCN_5,4795.5,0.02408428163583743,✅
DM_3,Cl2_3,4795.5,0.02408436578936958,✅
Ammonia_4,F2_4,4795.5,0.02408436578936958,✅
Control_4_2min,HCN_4,6868.0,0.02415220138873465,✅
Control_6_2min,DM_5,6868.0,0.024152285707955204,✅
HCN_4,Hydrazine_4,6868.0,0.024152412186982133,✅
MA_2,F2_3,4796.0,0.02415262298588339,✅
Diborane_5,F2_2,4796.0,0.02415270730562695,✅
MA_4,F2_7,4796.5,0.024220752174457568,✅
Phosgene_7,Cl2_2,4796.5,0.024221090117855556,✅
HCHO_4,SO2_6,4797.0,0.024289048221972778,✅
Arsine_1,MA_5,4797.0,0.024289132873822977,✅
Phosgene_5,Hydrazine_6,6867.0,0.024289556134641913,✅
HCHO_5,Cl2_4,4797.0,0.024289767766031322,✅
HCHO_4,Diborane_1,6866.5,0.0243574690484698,✅
MH-4,HCN_4,4797.5,0.02435819000619375,✅
Control_4_2min,Ammonia_4,6866.0,0.02442716203505979,✅
DM_3,F2_5,4798.0,0.024427374500365126,✅
Phosgene_4,Cl2_3,4798.0,0.024427374500365126,✅
H2S_1,Ammonia_5,6866.0,0.024427459486670036,✅
Cl2_1,HNO3_3,6866.0,0.024427544473079377,✅
Ammonia_4,Cl2_2,4798.0,0.024427586966323207,✅
Diborane_4,MH-2,6865.5,0.024496558709079724,✅
Cl2_1,HF_1,6865.5,0.024496643862636357,✅
Arsine_1,Ammonia_3,6865.0,0.02456484609981149,✅
MA_3,MH-7,6865.0,0.02456599792472509,✅
Phosgene_5,TA_2,4799.5,0.024635308284999376,✅
HCHO_2,HF_1,6803.0,0.024683238944894853,✅
H2S_4,DM_2,6864.0,0.024704788160239122,✅
SO2_1,HNO3_6,6864.0,0.024704959472625777,✅
Diborane_5,HCN_5,4800.0,0.0247050023007876,✅
DM_2,NO2_4,4800.0,0.024705173613695564,✅
Diborane_1,H2S_3,4800.5,0.02477460953132046,✅
H2S_3,TA_2,4800.5,0.024774695355492055,✅
MA_1,Cl2_4,4800.5,0.024774909916377034,✅
Diborane_6,HCN_7,6863.0,0.024844214791453812,✅
Control_3_2min,NO2_4,4801.0,0.02484447276758849,✅
Ammonia_5,HCN_2,4801.0,0.02484481673722651,✅
Phosphine_6,Hydrazine_2,6863.0,0.0248449457262705,✅
Diborane_6,H2S_4,6862.0,0.024984797953827284,✅
Arsine_1,Cl2_4,4802.0,0.024985013776880123,✅
Control_3_2min,HNO3_7,6861.5,0.025055477155591272,✅
H2S_1,DM_4,6861.5,0.025055736650536568,✅
NO2_7,Hydrazine_5,6861.5,0.025055952897039525,✅
H2S_3,Cl2_5,4802.5,0.025055952897039525,✅
HCHO_2,HCl_7,6800.0,0.025107381675104855,✅
SO2_1,Hydrazine_2,6861.0,0.025126372562798566,✅
Phosphine_3,DM_7,6861.0,0.025126415896554538,✅
F2_7,SO2_4,6861.0,0.025126415896554538,✅
Arsine_1,Phosgene_1,6860.5,0.025196790074312792,✅
Ammonia_2,HNO3_1,4803.5,0.025196920328789923,✅
Phosphine_3,HNO3_5,6860.5,0.025196963747000953,✅
Phosgene_3,MH-1,6860.5,0.025197137420104855,✅
TA_6,MH-7,6860.5,0.025197397930540204,✅
F2_6,HCN_1,6860.0,0.025268161814148125,✅
SO2_3,HNO3_7,6860.0,0.02526842283302567,✅
Diborane_3,HCl_5,6860.0,0.025268553342815057,✅
MH-1,HCN_1,4804.5,0.025339228651267056,✅
H2S_5,SO2_2,4804.5,0.025339490178739942,✅
Phosgene_1,Cl2_2,4804.5,0.025339533766742993,✅
Phosgene_1,DM_1,6859.5,0.025339577354771953,✅
Diborane_4,Cl2_6,4804.5,0.025339577354771953,✅
Control_1_2min,Cl2_6,4805.0,0.025410774232996924,✅
H2S_3,SO2_4,4805.5,0.025482625652185547,✅
Phosgene_7,TA_2,4806.0,0.02555403868044843,✅
F2_7,HF_4,6858.0,0.025554126366679086,✅
Phosphine_3,NO2_6,6858.0,0.025554126366679086,✅
Control_5_2min,Control_7_2min,6857.5,0.0256256690057679,✅
H2S_7,HCN_5,4806.5,0.025626152217434996,✅
DM_5,SO2_2,4806.5,0.025626196145923798,✅
HNO3_1,Hydrazine_6,6857.0,0.025697341167559614,✅
